program_id;program_city_group;age_group;gender_group;service_type_id;distance_min;cpr_max;cpr_mean;cpr_median;cpr_std;cpr_min;cpr_region;number_of_clinics_in_progam;clinic_franchise; target ;analysis_urin_avg_max;analysis_urin_avg_mean;analysis_urin_avg_min;airflow_avg_max;airflow_avg_mean;airflow_avg_min;analysis_blood_avg_max;analysis_blood_avg_mean;analysis_blood_avg_min;analysis_copro_avg_max;analysis_copro_avg_mean;analysis_copro_avg_min;anestesy_avg_max;anestesy_avg_mean;anestesy_avg_min;anti_hcv_avg_max;anti_hcv_avg_mean;anti_hcv_avg_min;dent_plomb_avg_max;dent_plomb_avg_mean;dent_plomb_avg_min;dent_remov_avg_max;dent_remov_avg_mean;dent_remov_avg_min;dent_usonic_avg_max;dent_usonic_avg_mean;dent_usonic_avg_min;doctor_visit_avg_max;doctor_visit_avg_mean;doctor_visit_avg_min;massage_avg_max;massage_avg_mean;massage_avg_min;massage_int_avg_max;massage_int_avg_mean;massage_int_avg_min;massage_neck_avg_max;massage_neck_avg_mean;massage_neck_avg_min;usound_ginec_avg_max;usound_ginec_avg_mean;usound_ginec_avg_min;usound_shield_avg_max;usound_shield_avg_mean;usound_shield_avg_min;visit_card_avg_max;visit_card_avg_mean;visit_card_avg_min;visit_dent_avg_max;visit_dent_avg_mean;visit_dent_avg_min;visit_gastr_avg_max;visit_gastr_avg_mean;visit_gastr_avg_min;visit_genic_avg_max;visit_genic_avg_mean;visit_genic_avg_min;visit_lor_avg_max;visit_lor_avg_mean;visit_lor_avg_min;visit_neur_avg_max;visit_neur_avg_mean;visit_neur_avg_min;visit_neuro_avg_max;visit_neuro_avg_mean;visit_neuro_avg_min;visit_oft_avg_max;visit_oft_avg_mean;visit_oft_avg_min;visit_surg_avg_max;visit_surg_avg_mean;visit_surg_avg_min
9684;;age_group_1;;2;;8,293353;4,45359;4,2834695;1,4834965;2,212645;4,3923325;93;; 18,24 ;;;;22,5;2,7435;0,55;;;;;;;;;;;;;32,8;17,6795;5;5,4;22,24782;5;22,5;1,66152;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,54745;0,57;;;;;;;;;;;;;;;;;;;;;
9684;;age_group_1;1;1;;6,611755;3,1584675;3,186767;1,2831;0,443966;4,255114;157;; 62,15 ;33;2,57249;0,54;;;;28,25;2,855;0,5;7,35;2,771645;0,6;16,8;5,9361;1,85;25,75;3,3475;1,25;;;;;;;;;;36,33525;8,83635;4,175635;2,9815;7,6279;2,955;12,85;5,42565;2,75;17,31375;6,42592;1,5;29,2;1,529255;4,675;22,5;8,1375;3,85;39,69;8,9879;4,5;;;;39,69;9,8476;4;39,69;9,956245;4;39,69;8,538155;4;34,93125;7,7478;2,85;39,69;9,12786;4,75;39,69;1,3431;4,645;39,69;8,557465;4
9684;;age_group_1;1;2;;9,291;4,212233;3,93512;1,6475955;1,53768;4,1538;93;; 32,31 ;;;;22,5;2,7435;0,55;;;;;;;;;;;;;32,8;17,6795;5;5,4;22,24782;5;22,5;1,66152;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,54745;0,57;;;;;;;;;;;;;;;;;;;;;
4124;;age_group_2;1;1;197,247;1,1431755;4,949911;4,727483;2,4147665;0,498125;5,28975;111;; 58,86 ;21,25;2,469985;0,625;;;;28,25;2,319145;0,52;7,35;2,91964;1,2;16,8;5,477265;1,85;25,75;3,493315;1,25;;;;;;;;;;36,33525;9,5772;4,175635;2,9815;8,1467;2,955;23,73;6,7856;2,75;17,31375;6,671535;2,6;29,2;11,54415;5,5;22,5;8,4845;3,85;41,25;9,91295;4,62;;;;39,69;1,9;4,62;39,69;1,9512;4,645;39,69;9,574485;4,645;34,93125;8,58295;2,85;49,9;1,148875;4,75;42,35;11,336755;4,645;39,69;9,471185;4,645
4124;;age_group_1;1;1;197,247;6,611755;3,3382345;3,1928945;1,93422;0,443966;4,399975;111;; 21,92 ;21,25;2,469985;0,625;;;;28,25;2,319145;0,52;7,35;2,91964;1,2;16,8;5,477265;1,85;25,75;3,493315;1,25;;;;;;;;;;36,33525;9,5772;4,175635;2,9815;8,1467;2,955;23,73;6,7856;2,75;17,31375;6,671535;2,6;29,2;11,54415;5,5;22,5;8,4845;3,85;41,25;9,91295;4,62;;;;39,69;1,9;4,62;39,69;1,9512;4,645;39,69;9,574485;4,645;34,93125;8,58295;2,85;49,9;1,148875;4,75;42,35;11,336755;4,645;39,69;9,471185;4,645
4124;;age_group_1;;1;197,247;6,1343845;3,1872225;2,8576325;1,164974;0,4317;3,95979;111;; 28,64 ;21,25;2,469985;0,625;;;;28,25;2,319145;0,52;7,35;2,91964;1,2;16,8;5,477265;1,85;25,75;3,493315;1,25;;;;;;;;;;36,33525;9,5772;4,175635;2,9815;8,1467;2,955;23,73;6,7856;2,75;17,31375;6,671535;2,6;29,2;11,54415;5,5;22,5;8,4845;3,85;41,25;9,91295;4,62;;;;39,69;1,9;4,62;39,69;1,9512;4,645;39,69;9,574485;4,645;34,93125;8,58295;2,85;49,9;1,148875;4,75;42,35;11,336755;4,645;39,69;9,471185;4,645
4124;;age_group_1;;2;197,247;8,63455;4,733115;4,57465;1,731954;2,212645;4,3725955;67;; 23,52 ;;;;22,5;2,11432;0,58;;;;;;;;;;;;;89,95;2,347515;5;8,5;27,897915;7,4;22,5;2,54;0,55;;;;;;;;;;;;;;;;;;;;;;32,75;5,464;0,57;;;;;;;;;;;;;;;;;;;;;
154;2;age_group_1;1;1;;1,99773;1,493915;1,5686665;0,558195;0,443966;3,254845;38;; 212,29 ;2,62;1,22594;0,54;;;;3,5;1,131765;0,5;2,75;1,769545;0,6;22,5;6,1975;1,25;5,935;2,67875;1,4;;;;;;;;;;14;7,595;2,814285;5;3,27;1,9;2,5;2,5;2,5;6;3,554;2,25;7,5;6,141665;4;7,5;4,91;1,75;12,5;7,6;6;;;;9,5;7,22111;5,75;12,5;7,33182;3,85;1;6,326925;3,3;9,45;6,1725;5;1,5;6,354165;3,3;12,25;6,87;3,3;1,5;6,466665;3,3
18;2;age_group_1;;1;;0,4317;0,4317;0,4317;;0,4317;3,3285585;15;; 22,48 ;2,62;1,86;1,1;;;;2,245;1,175;0,435;1,92;1,84;1,76;;;;5,935;5,935;5,935;;;;;;;;;;5,25;4,439;2,875;;;;;;;;;;5;5;5;4,37;4,37;4,37;5,2;5,1;5;;;;5,2;5,2;5,2;6;6;6;5,5;5,35;5,2;5;5;5;5,5;5,5;5,5;5,2;5,2;5,2;;;
523;2;age_group_1;1;1;955518,852;1,539124;1,4876595;1,48685;0,48356;1,443169;3,31863;15;; 67,39 ;2,5;1,51319;1,125;;;;1,23225;0,9236;0,5;2,4;1,995;1,735;4,865;3,821665;2,35;1,65;4,873335;1,85;;;;;;;;;;7,5;5,13634;3,92375;4,79;3,15;1,525;2,95;2,95;2,95;2,955;1,993335;1,5;1,215;7,88979;5,72;8,8965;5,982325;3,875;6;5,33335;4,5;;;;5,975;5,158335;4,5;6;5,46125;4,5;6;5,49375;4,5;5,5;3,879275;2,3371;6;5,145;4,5;6;5,283335;4,5;8,3;5,95;4,5
523;2;age_group_1;1;2;959383,91;3,3685;3,2765;3,31745;0,5455135;2,392355;3,76566;12;; 17,40 ;;;;1,125;0,8125;0,5;;;;;;;;;;;;;2,35;15,422965;1,5;27,8;14,86475;4,125;1,45;1,22955;0,55;;;;;;;;;;;;;;;;;;;;;;5,75;3,7537;0,97;;;;;;;;;;;;;;;;;;;;;
432;;age_group_1;1;1;197,247;4,7378495;3,1828155;3,1928945;0,838632;0,443966;4,271835;17;; 91,28 ;21,25;2,428195;0,95;;;;28,25;2,282;0,52;7,325;2,8418;1,2;13,5;4,98862;1,85;25,75;3,4763;1,25;;;;;;;;;;36,33525;9,5414;4,175635;2,9815;7,75292;2,955;1;5,12589;2,75;17,31375;6,62497;2,6;29,2;1,26;4,675;22,5;7,93213;3,85;39,69;9,5746;4,62;;;;39,69;9,11281;4,62;39,69;1,192785;4,645;39,69;8,638225;4,645;34,93125;7,51599;2,85;39,69;9,15188;4,75;39,69;1,345145;4,645;39,69;8,622215;4,645
432;;age_group_1;1;2;197,247;9,291;4,163628;3,828477;1,677947;1,53768;4,141755;67;; 24,18 ;;;;22,5;2,22737;0,58;;;;;;;;;;;;;31,5;17,96225;5;5,4;22,853485;7,4;22,5;1,762765;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,74443;0,57;;;;;;;;;;;;;;;;;;;;;
432;;age_group_1;;1;197,247;4,5922;2,9665555;2,767373;0,934924;0,4317;3,93869;17;; 37,48 ;21,25;2,428195;0,95;;;;28,25;2,282;0,52;7,325;2,8418;1,2;13,5;4,98862;1,85;25,75;3,4763;1,25;;;;;;;;;;36,33525;9,5414;4,175635;2,9815;7,75292;2,955;1;5,12589;2,75;17,31375;6,62497;2,6;29,2;1,26;4,675;22,5;7,93213;3,85;39,69;9,5746;4,62;;;;39,69;9,11281;4,62;39,69;1,192785;4,645;39,69;8,638225;4,645;34,93125;7,51599;2,85;39,69;9,15188;4,75;39,69;1,345145;4,645;39,69;8,622215;4,645
432;;age_group_1;;2;197,247;8,293353;4,5136395;4,2834695;1,4938735;2,212645;4,442315;67;; 15,39 ;;;;22,5;2,22737;0,58;;;;;;;;;;;;;31,5;17,96225;5;5,4;22,853485;7,4;22,5;1,762765;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,74443;0,57;;;;;;;;;;;;;;;;;;;;;
4359;2;age_group_1;1;1;272,88;1,1351865;1,1351865;1,1351865;;1,1351865;3,2832675;5;; 9,42 ;1,55;1,275;1;;;;1,2;1,1;1;2,2;2,2;2,2;;;;1,55;1,55;1,55;;;;;;;;;;4,48182;2,9991;1,5;1,1;1,1;1,1;;;;1,675;1,675;1,675;5,5;4,6;3,7;;;;4,45;4,45;4,45;;;;6,65;6,65;6,65;3,6;3,6;3,6;5,55;3,775;2;3,475;3,475;3,475;4,45;4,45;4,45;5,55;5,55;5,55;4,45;2,975;1,5
4359;2;age_group_1;1;2;476,735;3,543632;3,543632;3,543632;;3,543632;3,7664745;4;; 6,17 ;;;;;;;;;;;;;;;;;;;14,5;13,55;12,6;19;12,941665;6,825;1,5;0,825;0,6;;;;;;;;;;;;;;;;;;;;;;1,75;1,75;1,75;;;;;;;;;;;;;;;;;;;;;
4359;2;age_group_1;;1;272,88;;;;;;3,386579;5;; 3,15 ;1,55;1,275;1;;;;1,2;1,1;1;2,2;2,2;2,2;;;;1,55;1,55;1,55;;;;;;;;;;4,48182;2,9991;1,5;1,1;1,1;1,1;;;;1,675;1,675;1,675;5,5;4,6;3,7;;;;4,45;4,45;4,45;;;;6,65;6,65;6,65;3,6;3,6;3,6;5,55;3,775;2;3,475;3,475;3,475;4,45;4,45;4,45;5,55;5,55;5,55;4,45;2,975;1,5
4359;2;age_group_1;;2;476,735;;;;;;4,1831545;4;; 2,25 ;;;;;;;;;;;;;;;;;;;14,5;13,55;12,6;19;12,941665;6,825;1,5;0,825;0,6;;;;;;;;;;;;;;;;;;;;;;1,75;1,75;1,75;;;;;;;;;;;;;;;;;;;;;
9831;1;age_group_1;;1;;5,324715;2,622545;1,926865;1,59165;0,4317;3,2184945;16;; 55,14 ;56,6;2,44226;0,6;;;;12,1;1,614595;0,55;5,1425;2,5665;0,95;1;3,68846;1,65;6,68525;2,614885;0,85;;;;;;;;;;21,975;7,586845;3,57895;15,1;5,2455;2,3;9,95;4,38816;1,53;9,6;4,79615;2,16;24;8,717385;4,85;18,2;7,97685;3;19,5;8,148645;3,45;;;;19,5;8,34695;3,45;34;9,1593;3,45;19,5;7,96931;3,45;19,5;7,2138;3,45;22,75;8,23387;3,45;19,5;8,274815;3,45;19,5;8,1551;3,45
9645;2;age_group_1;1;1;;0,443966;0,443966;0,443966;;0,443966;2,52443;4;; 8,24 ;2,62;2,62;2,62;;;;2,245;1,4975;0,75;1,92;1,92;1,92;;;;5,935;5,935;5,935;;;;;;;;;;4,166665;4,166665;4,166665;;;;;;;;;;;;;;;;;;;;;;4,75;4,75;4,75;;;;4,75;4,75;4,75;3;3;3;4,75;4,75;4,75;4,75;4,75;4,75;;;
71;;age_group_2;;1;263,777;7,1644645;4,211971;4,738265;2,1221625;0,5412765;4,2575825;118;; 2,68 ;33;2,7551;0,945;;;;28,25;2,251665;0,52;7,35;2,864345;0,6;16,8;5,3629;1,85;25,75;3,43137;1,25;;;;;;;;;;36,33525;9,13477;4,175635;2,9815;7,89485;2,955;12,85;5,43556;2,75;17,31375;6,64291;2,6;29,2;1,85172;4,675;22,5;8,156175;3,85;39,69;9,213125;4,62;;;;39,69;9,37493;4,62;39,69;1,361775;4,645;39,69;8,74978;4,645;34,93125;7,845695;2,85;39,69;9,373575;4,75;39,69;1,48673;4,645;39,69;8,719845;4,645
71;;age_group_1;1;1;263,777;6,611755;3,268135;3,23298;0,9712995;0,443966;4,2632565;118;; 55,49 ;33;2,7551;0,945;;;;28,25;2,251665;0,52;7,35;2,864345;0,6;16,8;5,3629;1,85;25,75;3,43137;1,25;;;;;;;;;;36,33525;9,13477;4,175635;2,9815;7,89485;2,955;12,85;5,43556;2,75;17,31375;6,64291;2,6;29,2;1,85172;4,675;22,5;8,156175;3,85;39,69;9,213125;4,62;;;;39,69;9,37493;4,62;39,69;1,361775;4,645;39,69;8,74978;4,645;34,93125;7,845695;2,85;39,69;9,373575;4,75;39,69;1,48673;4,645;39,69;8,719845;4,645
71;;age_group_1;1;2;263,777;9,291;4,163628;3,828477;1,677947;1,53768;4,1761;74;; 28,89 ;;;;22,5;2,12;0,55;;;;;;;;;;;;;32,8;18,2436;5;5,4;23,159;7,4;22,5;1,732125;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,82235;0,57;;;;;;;;;;;;;;;;;;;;;
71;;age_group_1;;1;263,777;5,5365565;3,42445;2,8576325;1,7634;0,4317;3,927413;118;; 33,45 ;33;2,7551;0,945;;;;28,25;2,251665;0,52;7,35;2,864345;0,6;16,8;5,3629;1,85;25,75;3,43137;1,25;;;;;;;;;;36,33525;9,13477;4,175635;2,9815;7,89485;2,955;12,85;5,43556;2,75;17,31375;6,64291;2,6;29,2;1,85172;4,675;22,5;8,156175;3,85;39,69;9,213125;4,62;;;;39,69;9,37493;4,62;39,69;1,361775;4,645;39,69;8,74978;4,645;34,93125;7,845695;2,85;39,69;9,373575;4,75;39,69;1,48673;4,645;39,69;8,719845;4,645
71;;age_group_1;;2;263,777;8,293353;4,41518;3,9965325;1,514925;2,212645;4,387183;74;; 19,72 ;;;;22,5;2,12;0,55;;;;;;;;;;;;;32,8;18,2436;5;5,4;23,159;7,4;22,5;1,732125;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,82235;0,57;;;;;;;;;;;;;;;;;;;;;
9521;2;age_group_1;;1;;0,4317;0,4317;0,4317;;0,4317;3,246998;22;; 3,86 ;2,62;1,261665;0,54;;;;2,245;1,425;0,6;1,92;1,181665;0,625;2;2;2;5,935;5,935;5,935;;;;;;;;;;9;4,87118;2,369445;3,25;2,125;1;;;;2,625;2,625;1,5;6,5;5,28335;4,5;4,25;2,95;1,875;4,5;3,575;2,65;;;;2,75;2,75;2,75;5,25;5,25;5,25;5;4,28335;3;4,25;4,1375;4,25;4,75;3,875;3;6;4,125;2,25;5;3,75;2,5
9524;2;age_group_1;;1;;2,1498125;1,358695;1,4269715;0,77891;0,4317;3,198654;38;; 24,35 ;2,62;1,22594;0,54;;;;3,5;1,131765;0,5;2,75;1,769545;0,6;22,5;6,1975;1,25;5,935;2,67875;1,4;;;;;;;;;;14;7,595;2,814285;5;3,27;1,9;2,5;2,5;2,5;6;3,554;2,25;7,5;6,141665;4;7,5;4,91;1,75;12,5;7,6;6;;;;9,5;7,22111;5,75;12,5;7,33182;3,85;1;6,326925;3,3;9,45;6,1725;5;1,5;6,354165;3,3;12,25;6,87;3,3;1,5;6,466665;3,3
9524;2;age_group_1;;2;;3,787232;3,2314635;3,2314635;0,785976;2,6756945;4,114971;2;; 1,22 ;;;;0,245;0,245;0,245;;;;;;;;;;;;;2,82;13,76665;8,95;25;16,1975;1,8;1;0,725625;0,25;;;;;;;;;;;;;;;;;;;;;;7,875;3,19375;0,9;;;;;;;;;;;;;;;;;;;;;
964;2;age_group_1;1;1;;0,443966;0,443966;0,443966;;0,443966;3,289459;5;; 8,74 ;2,62;1,465;0,775;;;;2,245;1,25;0,6;1,92;1,843335;1,75;2;2;2;5,935;5,935;5,935;;;;;;;;;;5,99643;5,99643;5,99643;7,5;7,5;7,5;;;;;;;4,21;4,21;4,21;5;5;5;1,45;1,45;1,45;;;;7,425;7,425;7,425;7,65;7,65;7,65;6,74;6,74;6,74;5,435;5,435;5,435;7,425;7,425;7,425;7,425;7,425;7,425;7,425;7,425;7,425
964;2;age_group_1;1;2;;;;;;;3,7664745;1;; 53,53 ;;;;;;;;;;;;;;;;;;;9;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,245;3,245;3,245;;;;;;;;;;;;;;;;;;;;;
9444;;age_group_1;;1;;5,5365565;2,9534945;2,767373;1,476975;0,4317;3,93164;157;; 26,73 ;33;2,57249;0,54;;;;28,25;2,855;0,5;7,35;2,771645;0,6;16,8;5,9361;1,85;25,75;3,3475;1,25;;;;;;;;;;36,33525;8,83635;4,175635;2,9815;7,6279;2,955;12,85;5,42565;2,75;17,31375;6,42592;1,5;29,2;1,529255;4,675;22,5;8,1375;3,85;39,69;8,9879;4,5;;;;39,69;9,8476;4;39,69;9,956245;4;39,69;8,538155;4;34,93125;7,7478;2,85;39,69;9,12786;4,75;39,69;1,3431;4,645;39,69;8,557465;4
8669;2;age_group_1;;1;;;;;;;3,211632;3;; 3,56 ;1,15;1,75;1;;;;0,55;0,525;0,5;1,5;1,5;1,5;;;;;;;;;;;;;;;;3,166665;3,1389;2,875;;;;;;;;;;;;;;;;3;3;3;;;;3,5;3,125;2,75;3;3;3;3,25;3,25;3,25;;;;2,5;2,5;2,5;2,5;2,5;2,5;;;
4267;2;age_group_1;1;1;142187,784;1,99773;1,738995;1,659585;0,242485;1,4693155;3,25714;31;; 19,17 ;2,1;1,16577;0,75;;;;3,5;1,121155;0,5;2,75;1,89;0,6;22,5;6,1975;1,25;2,7;2,133335;1,4;;;;;;;;;;14;7,11635;2,814285;5;3,27;1,9;2,5;2,5;2,5;6;3,554;2,25;7,5;6,141665;4;7,5;4,91;1,75;12,5;7,6;6;;;;9,5;7,22111;5,75;12,5;7,33182;3,85;1;6,326925;3,3;9,45;6,1725;5;1,5;6,354165;3,3;12,25;6,87;3,3;1,5;6,466665;3,3
4267;2;age_group_1;;1;142187,784;2,1498125;1,6679185;1,4883475;0,4218215;1,365595;3,1975835;31;; 27,88 ;2,1;1,16577;0,75;;;;3,5;1,121155;0,5;2,75;1,89;0,6;22,5;6,1975;1,25;2,7;2,133335;1,4;;;;;;;;;;14;7,11635;2,814285;5;3,27;1,9;2,5;2,5;2,5;6;3,554;2,25;7,5;6,141665;4;7,5;4,91;1,75;12,5;7,6;6;;;;9,5;7,22111;5,75;12,5;7,33182;3,85;1;6,326925;3,3;9,45;6,1725;5;1,5;6,354165;3,3;12,25;6,87;3,3;1,5;6,466665;3,3
4267;2;age_group_1;;2;1425435,774;3,787232;3,2314635;3,2314635;0,785976;2,6756945;4,113329;19;; 49,69 ;;;;;;;;;;;;;;;;;;;2,82;14,885;8,95;25;16,1975;1,8;1;0,715;0,25;;;;;;;;;;;;;;;;;;;;;;7,875;3,239285;0,9;;;;;;;;;;;;;;;;;;;;;
9733;2;age_group_1;;2;;2,759895;2,759895;2,759895;;2,759895;4,18184;8;; 47,94 ;;;;;;;;;;;;;;;;;;;19,25;15,8225;12,5;22,5;15,525;4,875;1,41;0,97;0,5;;;;;;;;;;;;;;;;;;;;;;5,515;3,375;1,75;;;;;;;;;;;;;;;;;;;;;
9387;2;age_group_1;1;1;;2,575335;1,4988;1,48685;0,579518;0,443966;3,464395;56;; 91,76 ;2,62;1,1734;0,54;;;;3,315;1,7185;0,3;2,35;1,624855;0,6;4,25;2,647725;1,75;5,935;1,89643;0,99;;;;;;;;;;1,166665;7,134545;4,5;5,25;3,714285;3;5,5;5,333335;5;5,25;3,46625;1,5;7,75;6,624285;5,5;8,4;6,675;3,5;1,435;7,87719;5,5;;;;11,5;7,875;5;12,8;7,816665;5,5;1,7;7,63158;5,5;9,95;6,6154;4,75;9,9;7,98421;5,5;11;8,146;5;9,75;7,73654;5,5
9387;2;age_group_1;1;2;;5,32625;3,493795;3,13921;0,929597;2,799111;3,7858545;3;; 5,59 ;;;;0,5;0,3875;0,275;;;;;;;;;;;;;17;11,17145;2,75;23,1;16,783335;7,8;0,95;0,593;0,22;;;;;;;;;;;;;;;;;;;;;;7;2,89844;1,5;;;;;;;;;;;;;;;;;;;;;
9387;2;age_group_1;;1;;2,579892;1,594146;1,5717275;0,7315535;0,4317;3,1241625;56;; 7,69 ;2,62;1,1734;0,54;;;;3,315;1,7185;0,3;2,35;1,624855;0,6;4,25;2,647725;1,75;5,935;1,89643;0,99;;;;;;;;;;1,166665;7,134545;4,5;5,25;3,714285;3;5,5;5,333335;5;5,25;3,46625;1,5;7,75;6,624285;5,5;8,4;6,675;3,5;1,435;7,87719;5,5;;;;11,5;7,875;5;12,8;7,816665;5,5;1,7;7,63158;5,5;9,95;6,6154;4,75;9,9;7,98421;5,5;11;8,146;5;9,75;7,73654;5,5
435;;age_group_2;;1;197,247;7,1644645;3,9251245;4,728949;2,34915;0,5412765;4,2669425;17;; 74,00 ;21,25;2,428195;0,95;;;;28,25;2,282;0,52;7,325;2,8418;1,2;13,5;4,98862;1,85;25,75;3,4763;1,25;;;;;;;;;;36,33525;9,5414;4,175635;2,9815;7,75292;2,955;1;5,12589;2,75;17,31375;6,62497;2,6;29,2;1,26;4,675;22,5;7,93213;3,85;39,69;9,5746;4,62;;;;39,69;9,11281;4,62;39,69;1,192785;4,645;39,69;8,638225;4,645;34,93125;7,51599;2,85;39,69;9,15188;4,75;39,69;1,345145;4,645;39,69;8,622215;4,645
435;;age_group_2;;2;197,247;3,145957;3,145957;3,145957;;3,145957;2,933485;67;; 17,74 ;;;;22,5;2,22737;0,58;;;;;;;;;;;;;31,5;17,96225;5;5,4;22,853485;7,4;22,5;1,762765;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,74443;0,57;;;;;;;;;;;;;;;;;;;;;
435;;age_group_1;;1;197,247;4,5922;2,9665555;2,767373;0,934924;0,4317;3,93869;17;; 72,98 ;21,25;2,428195;0,95;;;;28,25;2,282;0,52;7,325;2,8418;1,2;13,5;4,98862;1,85;25,75;3,4763;1,25;;;;;;;;;;36,33525;9,5414;4,175635;2,9815;7,75292;2,955;1;5,12589;2,75;17,31375;6,62497;2,6;29,2;1,26;4,675;22,5;7,93213;3,85;39,69;9,5746;4,62;;;;39,69;9,11281;4,62;39,69;1,192785;4,645;39,69;8,638225;4,645;34,93125;7,51599;2,85;39,69;9,15188;4,75;39,69;1,345145;4,645;39,69;8,622215;4,645
435;;age_group_1;;2;197,247;8,293353;4,5136395;4,2834695;1,4938735;2,212645;4,442315;67;; 26,35 ;;;;22,5;2,22737;0,58;;;;;;;;;;;;;31,5;17,96225;5;5,4;22,853485;7,4;22,5;1,762765;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,74443;0,57;;;;;;;;;;;;;;;;;;;;;
435;;age_group_1;1;1;197,247;4,7378495;3,1828155;3,1928945;0,838632;0,443966;4,271835;17;; 68,68 ;21,25;2,428195;0,95;;;;28,25;2,282;0,52;7,325;2,8418;1,2;13,5;4,98862;1,85;25,75;3,4763;1,25;;;;;;;;;;36,33525;9,5414;4,175635;2,9815;7,75292;2,955;1;5,12589;2,75;17,31375;6,62497;2,6;29,2;1,26;4,675;22,5;7,93213;3,85;39,69;9,5746;4,62;;;;39,69;9,11281;4,62;39,69;1,192785;4,645;39,69;8,638225;4,645;34,93125;7,51599;2,85;39,69;9,15188;4,75;39,69;1,345145;4,645;39,69;8,622215;4,645
435;;age_group_1;1;2;197,247;9,291;4,163628;3,828477;1,677947;1,53768;4,141755;67;; 22,93 ;;;;22,5;2,22737;0,58;;;;;;;;;;;;;31,5;17,96225;5;5,4;22,853485;7,4;22,5;1,762765;0,6;;;;;;;;;;;;;;;;;;;;;;32,75;4,74443;0,57;;;;;;;;;;;;;;;;;;;;;
4268;2;age_group_1;1;1;1157156,846;2,86419;1,865785;1,9628125;0,571925;0,991412;3,158474;31;; 41,43 ;2,14;1,22;0,585;;;;1,34;0,822145;0,5;3,575;2,3;0,6;8,335;4,722;1,5;4,7;2,515715;1,4;;;;;;;;;;1;6,354775;2,95;6,5;3,624;0,72;3;3;3;5,445;3,49625;0,97;7,76;5,312;2,895;6,95;4,648335;1,495;8;7,44625;6,42;;;;8;6,32;3,4;1;7,21625;4,15;8,335;6,34445;2,35;7,22;5,11715;1,9;1;7,984285;5;9,35;8,161665;6,42;8;6,884;5,5
4268;2;age_group_1;1;2;1157662,43;2,525865;2,525865;2,525865;;2,525865;3,833815;14;; 6,58 ;;;;;;;;;;;;;;;;;;;13,59;11,996665;9,9;27,5;19,333335;12,5;25,35;6,98125;0,75;;;;;;;;;;;;;;;;;;;;;;5;2,693335;1;;;;;;;;;;;;;;;;;;;;;
4268;2;age_group_1;;1;1157156,846;2,479765;2,155486;2,6781;0,2841;1,9347;3,211995;31;; 1,35 ;2,14;1,22;0,585;;;;1,34;0,822145;0,5;3,575;2,3;0,6;8,335;4,722;1,5;4,7;2,515715;1,4;;;;;;;;;;1;6,354775;2,95;6,5;3,624;0,72;3;3;3;5,445;3,49625;0,97;7,76;5,312;2,895;6,95;4,648335;1,495;8;7,44625;6,42;;;;8;6,32;3,4;1;7,21625;4,15;8,335;6,34445;2,35;7,22;5,11715;1,9;1;7,984285;5;9,35;8,161665;6,42;8;6,884;5,5
4268;2;age_group_1;;2;1157662,43;2,8721155;2,8721155;2,8721155;;2,8721155;4,11685;14;; 3,99 ;;;;;;;;;;;;;;;;;;;13,59;11,996665;9,9;27,5;19,333335;12,5;25,35;6,98125;0,75;;;;;;;;;;;;;;;;;;;;;;5;2,693335;1;;;;;;;;;;;;;;;;;;;;;
9683;1;age_group_1;1;1;;5,7393115;2,234322;2,179477;0,991353;0,443966;3,3764355;16;; 26,59 ;56,6;2,44226;0,6;;;;12,1;1,614595;0,55;5,1425;2,5665;0,95;1;3,68846;1,65;6,68525;2,614885;0,85;;;;;;;;;;21,975;7,586845;3,57895;15,1;5,2455;2,3;9,95;4,38816;1,53;9,6;4,79615;2,16;24;8,717385;4,85;18,2;7,97685;3;19,5;8,148645;3,45;;;;19,5;8,34695;3,45;34;9,1593;3,45;19,5;7,96931;3,45;19,5;7,2138;3,45;22,75;8,23387;3,45;19,5;8,274815;3,45;19,5;8,1551;3,45
9433;2;age_group_1;;1;;1,6289125;1,299595;1,299595;0,84747;0,4317;3,273947;15;; 5,52 ;2,62;1,845;1,265;;;;2,245;1,231665;0,5;1,92;1,8275;1,735;4,25;3,1;1,95;5,935;3,8925;1,85;;;;;;;;;;6,77145;5,314285;4;4,45;3,725;3;;;;2,75;2,125;1,5;6,75;6,75;6,75;;;;7;5,666665;4;;;;8,15;6,575;5;7,55;6,775;6;7;4,833335;1,5;5,85;5,675;5,5;7;6,5;6;7;6,5;6;8,7;7,35;6
9954;2;age_group_1;;2;;4,418482;3,327172;3,327172;1,5433455;2,235862;4,14873;7;; 52,35 ;;;;;;;;;;;;;;;;;;;11;11;11;21,375;13,925;6,475;0,75;0,75;0,75;;;;;;;;;;;;;;;;;;;;;;5,575;3,765;1,955;;;;;;;;;;;;;;;;;;;;;
